semana;mes;fundo;empresa;lote;hectareas;variedad_producto;color_producto;guia_remision;reporte_produccion;fecha;total_jabas;peso_promedio_jaba;cajas_exportadas_10kg;ingreso_packing_kg_bruto;kg_exportados;porcentaje_exportados;kg_descarte;porcentaje_descarte;kg_merma;porcentaje_merma;kg_descarte_campo;kg_brutos_lote;kg_brutos_hectarea;kg_exportados_hectarea;estado;cliente;temperatura_promedio;temperatura_maxima;temperatura_minima;humedad_promedio;humedad_maxima;humedad_minima;evapotranspiracion_acumulada;insumo_para_tratamiento;naturaleza_del_insumo;dosis_litros_por_hectarea;tipo_insumo
16;Abril;FUNDO1;EMPRESA;DNH-01;17.18;Hass;Negra;T008 N° 0000153;0001-0002296;15/04/2024;60;433.08;2385.00;25985.00;23850.00;0.9178;1420.50;0.0547;714.50;0.0275;0.00;25985.00;1512.27;1388.02;Cosechando;CLIENTE2;20.56;26.10;18.20;80.85;92.00;62.00;4.57;INVELOP;QUIMICA;4.0;PROTECTOR
16;Abril;FUNDO1;EMPRESA;DNH-01;17.18;Hass;Negra;T008 N° 0000153;0001-0002297;15/04/2024;2;345.00;69.00;690.00;690.00;1.0000;0.00;0.0000;0.00;0.0000;0.00;690.00;40.16;40.16;Cosechando;CLIENTE1;20.56;26.10;18.20;80.85;92.00;62.00;4.57;INVELOP;QUIMICA;4.0;PROTECTOR
16;Abril;FUNDO1;EMPRESA;DNH-01;17.18;Hass;Negra;T008 N° 0000154;0001-0002299;15/04/2024;34;401.03;1250.92;13634.85;12509.23;0.9174;690.41;0.0506;435.21;0.0319;0.00;13634.85;793.52;728.01;Cosechando;CLIENTE2;20.56;26.10;18.20;80.85;92.00;62.00;4.57;INVELOP;QUIMICA;4.0;PROTECTOR
16;Abril;FUNDO1;EMPRESA;DNH-05;10.91;Hass;Negra;T008 N° 0000154;0001-0002299;15/04/2024;26;401.03;956.59;10426.65;9565.88;0.9174;527.96;0.0506;332.81;0.0319;0.00;10426.65;955.54;876.66;Cosechando;CLIENTE2;20.56;26.10;18.20;80.85;92.00;62.00;4.57;KING PLUS ZINC;MINERAL;1.0;NUTRIENTE
16;Abril;FUNDO1;EMPRESA;DNH-05;10.91;Hass;Negra;T008 N° 0000155;0001-0002299;15/04/2024;60;444.88;2448.89;26692.50;24488.91;0.9174;1351.60;0.0506;851.99;0.0319;0.00;26692.50;2446.21;2244.27;Cosechando;CLIENTE2;20.56;26.10;18.20;80.85;92.00;62.00;4.57;KING PLUS ZINC;MINERAL;1.0;NUTRIENTE
16;Abril;FUNDO1;EMPRESA;DNH-05;10.91;Hass;Negra;T008 N° 0000156;0001-0002299;15/04/2024;59;447.37;2421.60;26395.00;24215.97;0.9174;1336.53;0.0506;842.50;0.0319;0.00;26395.00;2418.95;2219.25;Cosechando;CLIENTE2;20.56;26.10;18.20;80.85;92.00;62.00;4.57;KING PLUS ZINC;MINERAL;1.0;NUTRIENTE
16;Abril;FUNDO1;EMPRESA;DNH-01;17.18;Hass;Negra;T008 N° 0000154;0001-0002300;15/04/2024;4;471.92;188.77;1887.67;1887.67;1.0000;0.00;0.0000;0.00;0.0000;0.00;1887.67;109.86;109.86;Cosechando;CLIENTE1;20.56;26.10;18.20;80.85;92.00;62.00;4.57;INVELOP;QUIMICA;4.0;PROTECTOR
16;Abril;FUNDO1;EMPRESA;DNH-05;10.91;Hass;Negra;T008 N° 0000154;0001-0002300;15/04/2024;2;471.92;94.38;943.83;943.83;1.0000;0.00;0.0000;0.00;0.0000;0.00;943.83;86.50;86.50;Cosechando;CLIENTE1;20.56;26.10;18.20;80.85;92.00;62.00;4.57;KING PLUS ZINC;MINERAL;1.0;NUTRIENTE
16;Abril;FUNDO1;EMPRESA;DNH-01;17.18;Hass;Negra;T030 N° 0000003;0001-0002300;15/04/2024;1;428.50;42.85;428.50;428.50;1.0000;0.00;0.0000;0.00;0.0000;0.00;428.50;24.94;24.94;Cosechando;CLIENTE1;20.56;26.10;18.20;80.85;92.00;62.00;4.57;INVELOP;QUIMICA;4.0;PROTECTOR
16;Abril;FUNDO2;EMPRESA;CVH-09;10.24;Hass;Negra;T008 N° 0000161;0001-0002301;16/04/2024;1;532.50;53.25;532.50;532.50;1.0000;0.00;0.0000;0.00;0.0000;0.00;532.50;51.98;51.98;Cosechando;CLIENTE1;20.89;28.30;16.80;77.79;94.00;51.00;5.75;FERTIMAR;ORGANICA;2.0;ANTIESTRES
16;Abril;FUNDO2;EMPRESA;CVH-12;9.84;Hass;Negra;T008 N° 0000161;0001-0002301;16/04/2024;3;532.50;159.75;1597.50;1597.50;1.0000;0.00;0.0000;0.00;0.0000;0.00;1597.50;162.38;162.38;Cosechando;CLIENTE1;20.89;28.30;16.80;77.79;94.00;51.00;5.75;ACARISTOP;QUIMICA;1.0;ACARICIDA
16;Abril;FUNDO1;EMPRESA;DNH-05;10.91;Hass;Negra;T008 N° 0000157;0001-0002302;16/04/2024;60;450.33;2408.16;27019.50;24081.64;0.8913;2118.35;0.0784;819.51;0.0303;0.00;27019.50;2476.18;2206.94;Cosechando;CLIENTE2;20.89;28.30;16.80;77.79;94.00;51.00;5.75;KING PLUS ZINC;MINERAL;1.0;NUTRIENTE
16;Abril;FUNDO2;EMPRESA;CVH-09;10.24;Hass;Negra;T008 N° 0000161;0001-0002302;16/04/2024;6;308.80;165.13;1852.80;1651.34;0.8913;145.26;0.0784;56.20;0.0303;0.00;1852.80;180.87;161.21;Cosechando;CLIENTE2;20.89;28.30;16.80;77.79;94.00;51.00;5.75;FERTIMAR;ORGANICA;2.0;ANTIESTRES
16;Abril;FUNDO2;EMPRESA;CVH-12;9.84;Hass;Negra;T008 N° 0000161;0001-0002302;16/04/2024;9;308.80;247.70;2779.20;2477.01;0.8913;217.89;0.0784;84.29;0.0303;0.00;2779.20;282.49;251.77;Cosechando;CLIENTE2;20.89;28.30;16.80;77.79;94.00;51.00;5.75;ACARISTOP;QUIMICA;1.0;ACARICIDA
16;Abril;FUNDO1;EMPRESA;DNH-01;17.18;Hass;Negra;T008 N° 0000162;0001-0002303;16/04/2024;6;436.19;261.71;2617.12;2617.12;1.0000;0.00;0.0000;0.00;0.0000;0.00;2617.12;152.31;152.31;Cosechando;CLIENTE1;20.89;28.30;16.80;77.79;94.00;51.00;5.75;INVELOP;QUIMICA;4.0;PROTECTOR
16;Abril;FUNDO2;EMPRESA;CVH-09;10.24;Hass;Negra;T008 N° 0000162;0001-0002303;16/04/2024;2;436.19;87.24;872.38;872.38;1.0000;0.00;0.0000;0.00;0.0000;0.00;872.38;85.16;85.16;Cosechando;CLIENTE1;20.89;28.30;16.80;77.79;94.00;51.00;5.75;FERTIMAR;ORGANICA;2.0;ANTIESTRES
16;Abril;FUNDO1;EMPRESA;DNH-05;10.91;Hass;Negra;T030 N° 0000004;0001-0002303;16/04/2024;1;480.50;48.05;480.50;480.50;1.0000;0.00;0.0000;0.00;0.0000;0.00;480.50;44.04;44.04;Cosechando;CLIENTE1;20.89;28.30;16.80;77.79;94.00;51.00;5.75;KING PLUS ZINC;MINERAL;1.0;NUTRIENTE
16;Abril;FUNDO1;EMPRESA;DNH-05;10.91;Hass;Negra;T008 N° 0000158;0001-0002304;16/04/2024;60;447.51;2365.44;26850.50;23654.44;0.8810;2321.03;0.0864;875.03;0.0326;0.00;26850.50;2460.69;2167.79;Cosechando;CLIENTE2;20.89;28.30;16.80;77.79;94.00;51.00;5.75;KING PLUS ZINC;MINERAL;1.0;NUTRIENTE
16;Abril;FUNDO1;EMPRESA;DNH-05;10.91;Hass;Negra;T008 N° 0000159;0001-0002304;16/04/2024;40;447.91;1578.37;17916.33;15783.72;0.8810;1548.73;0.0864;583.88;0.0326;0.00;17916.33;1641.93;1446.49;Cosechando;CLIENTE2;20.89;28.30;16.80;77.79;94.00;51.00;5.75;KING PLUS ZINC;MINERAL;1.0;NUTRIENTE
16;Abril;FUNDO1;EMPRESA;DNH-01;17.18;Hass;Negra;T008 N° 0000159;0001-0002304;16/04/2024;20;447.91;789.19;8958.17;7891.87;0.8810;774.37;0.0864;291.94;0.0326;0.00;8958.17;521.35;459.29;Cosechando;CLIENTE2;20.89;28.30;16.80;77.79;94.00;51.00;5.75;INVELOP;QUIMICA;4.0;PROTECTOR
16;Abril;FUNDO1;EMPRESA;DNH-01;17.18;Hass;Negra;T008 N° 0000162;0001-0002304;16/04/2024;30;379.49;1002.95;11384.66;10029.53;0.8810;984.12;0.0864;371.01;0.0326;0.00;11384.66;662.56;583.70;Cosechando;CLIENTE2;20.89;28.30;16.80;77.79;94.00;51.00;5.75;INVELOP;QUIMICA;4.0;PROTECTOR
16;Abril;FUNDO2;EMPRESA;CVH-09;10.24;Hass;Negra;T008 N° 0000162;0001-0002304;16/04/2024;14;379.49;468.04;5312.84;4680.44;0.8810;459.26;0.0864;173.14;0.0326;0.00;5312.84;518.64;456.91;Cosechando;CLIENTE2;20.89;28.30;16.80;77.79;94.00;51.00;5.75;FERTIMAR;ORGANICA;2.0;ANTIESTRES
